index	label	network_label	label_7network	index_17network	label_17network	network_label_17network	atlas_name	network_id
185	LH_DorsAttn_Post_13	DorsAttn	7Networks_LH_DorsAttn_Post_13	468.0	17Networks_LH_DefaultC_IPL_1	DefaultC	Schaefer2018N1000n7	
186	LH_DorsAttn_Post_14	DorsAttn	7Networks_LH_DorsAttn_Post_14	162.0	17Networks_LH_DorsAttnA_ParOcc_5	DorsAttnA	Schaefer2018N1000n7	
187	LH_DorsAttn_Post_15	DorsAttn	7Networks_LH_DorsAttn_Post_15	469.0	17Networks_LH_DefaultC_IPL_2	DefaultC	Schaefer2018N1000n7	
188	LH_DorsAttn_Post_16	DorsAttn	7Networks_LH_DorsAttn_Post_16	470.0	17Networks_LH_DefaultC_IPL_3	DefaultC	Schaefer2018N1000n7	
189	LH_DorsAttn_Post_17	DorsAttn	7Networks_LH_DorsAttn_Post_17	164.0	17Networks_LH_DorsAttnA_ParOcc_7	DorsAttnA	Schaefer2018N1000n7	
190	LH_DorsAttn_Post_18	DorsAttn	7Networks_LH_DorsAttn_Post_18	165.0	17Networks_LH_DorsAttnA_SPL_1	DorsAttnA	Schaefer2018N1000n7	
191	LH_DorsAttn_Post_19	DorsAttn	7Networks_LH_DorsAttn_Post_19	184.0	17Networks_LH_DorsAttnB_PostC_1	DorsAttnB	Schaefer2018N1000n7	
192	LH_DorsAttn_Post_20	DorsAttn	7Networks_LH_DorsAttn_Post_20	167.0	17Networks_LH_DorsAttnA_SPL_3	DorsAttnA	Schaefer2018N1000n7	
193	LH_DorsAttn_Post_21	DorsAttn	7Networks_LH_DorsAttn_Post_21	168.0	17Networks_LH_DorsAttnA_SPL_4	DorsAttnA	Schaefer2018N1000n7	
194	LH_DorsAttn_Post_22	DorsAttn	7Networks_LH_DorsAttn_Post_22	185.0	17Networks_LH_DorsAttnB_PostC_2	DorsAttnB	Schaefer2018N1000n7	
195	LH_DorsAttn_Post_23	DorsAttn	7Networks_LH_DorsAttn_Post_23	187.0	17Networks_LH_DorsAttnB_PostC_4	DorsAttnB	Schaefer2018N1000n7	
196	LH_DorsAttn_Post_24	DorsAttn	7Networks_LH_DorsAttn_Post_24	188.0	17Networks_LH_DorsAttnB_PostC_5	DorsAttnB	Schaefer2018N1000n7	
197	LH_DorsAttn_Post_25	DorsAttn	7Networks_LH_DorsAttn_Post_25	311.0	17Networks_LH_ContA_IPS_6	ContA	Schaefer2018N1000n7	
198	LH_DorsAttn_Post_26	DorsAttn	7Networks_LH_DorsAttn_Post_26	169.0	17Networks_LH_DorsAttnA_SPL_5	DorsAttnA	Schaefer2018N1000n7	
199	LH_DorsAttn_Post_27	DorsAttn	7Networks_LH_DorsAttn_Post_27	170.0	17Networks_LH_DorsAttnA_SPL_6	DorsAttnA	Schaefer2018N1000n7	
200	LH_DorsAttn_Post_28	DorsAttn	7Networks_LH_DorsAttn_Post_28	189.0	17Networks_LH_DorsAttnB_PostC_6	DorsAttnB	Schaefer2018N1000n7	
201	LH_DorsAttn_Post_29	DorsAttn	7Networks_LH_DorsAttn_Post_29	171.0	17Networks_LH_DorsAttnA_SPL_7	DorsAttnA	Schaefer2018N1000n7	
202	LH_DorsAttn_Post_30	DorsAttn	7Networks_LH_DorsAttn_Post_30	191.0	17Networks_LH_DorsAttnB_PostC_8	DorsAttnB	Schaefer2018N1000n7	
203	LH_DorsAttn_Post_31	DorsAttn	7Networks_LH_DorsAttn_Post_31	172.0	17Networks_LH_DorsAttnA_SPL_8	DorsAttnA	Schaefer2018N1000n7	
204	LH_DorsAttn_Post_32	DorsAttn	7Networks_LH_DorsAttn_Post_32	315.0	17Networks_LH_ContA_IPS_10	ContA	Schaefer2018N1000n7	
205	LH_DorsAttn_Post_33	DorsAttn	7Networks_LH_DorsAttn_Post_33	173.0	17Networks_LH_DorsAttnA_SPL_9	DorsAttnA	Schaefer2018N1000n7	
206	LH_DorsAttn_Post_34	DorsAttn	7Networks_LH_DorsAttn_Post_34	367.0	17Networks_LH_ContC_pCun_9	ContC	Schaefer2018N1000n7	
207	LH_DorsAttn_Post_35	DorsAttn	7Networks_LH_DorsAttn_Post_35	192.0	17Networks_LH_DorsAttnB_PostC_9	DorsAttnB	Schaefer2018N1000n7	
208	LH_DorsAttn_Post_36	DorsAttn	7Networks_LH_DorsAttn_Post_36	174.0	17Networks_LH_DorsAttnA_SPL_10	DorsAttnA	Schaefer2018N1000n7	
209	LH_DorsAttn_Post_37	DorsAttn	7Networks_LH_DorsAttn_Post_37	175.0	17Networks_LH_DorsAttnA_SPL_11	DorsAttnA	Schaefer2018N1000n7	
210	LH_DorsAttn_Post_38	DorsAttn	7Networks_LH_DorsAttn_Post_38	176.0	17Networks_LH_DorsAttnA_SPL_12	DorsAttnA	Schaefer2018N1000n7	
211	LH_DorsAttn_Post_39	DorsAttn	7Networks_LH_DorsAttn_Post_39	193.0	17Networks_LH_DorsAttnB_PostC_10	DorsAttnB	Schaefer2018N1000n7	
212	LH_DorsAttn_Post_40	DorsAttn	7Networks_LH_DorsAttn_Post_40	177.0	17Networks_LH_DorsAttnA_SPL_13	DorsAttnA	Schaefer2018N1000n7	
213	LH_DorsAttn_Post_41	DorsAttn	7Networks_LH_DorsAttn_Post_41	178.0	17Networks_LH_DorsAttnA_SPL_14	DorsAttnA	Schaefer2018N1000n7	
214	LH_DorsAttn_Post_42	DorsAttn	7Networks_LH_DorsAttn_Post_42	179.0	17Networks_LH_DorsAttnA_SPL_15	DorsAttnA	Schaefer2018N1000n7	
215	LH_DorsAttn_Post_43	DorsAttn	7Networks_LH_DorsAttn_Post_43	180.0	17Networks_LH_DorsAttnA_SPL_16	DorsAttnA	Schaefer2018N1000n7	
216	LH_DorsAttn_Post_44	DorsAttn	7Networks_LH_DorsAttn_Post_44	371.0	17Networks_LH_ContC_pCun_13	ContC	Schaefer2018N1000n7	
217	LH_DorsAttn_Post_45	DorsAttn	7Networks_LH_DorsAttn_Post_45	195.0	17Networks_LH_DorsAttnB_PostC_12	DorsAttnB	Schaefer2018N1000n7	
218	LH_DorsAttn_Post_46	DorsAttn	7Networks_LH_DorsAttn_Post_46	181.0	17Networks_LH_DorsAttnA_SPL_17	DorsAttnA	Schaefer2018N1000n7	
219	LH_DorsAttn_Post_47	DorsAttn	7Networks_LH_DorsAttn_Post_47	196.0	17Networks_LH_DorsAttnB_PostC_13	DorsAttnB	Schaefer2018N1000n7	
220	LH_DorsAttn_Post_48	DorsAttn	7Networks_LH_DorsAttn_Post_48	197.0	17Networks_LH_DorsAttnB_PostC_14	DorsAttnB	Schaefer2018N1000n7	
221	LH_DorsAttn_Post_49	DorsAttn	7Networks_LH_DorsAttn_Post_49	198.0	17Networks_LH_DorsAttnB_PostC_15	DorsAttnB	Schaefer2018N1000n7	
222	LH_DorsAttn_Post_50	DorsAttn	7Networks_LH_DorsAttn_Post_50	199.0	17Networks_LH_DorsAttnB_PostC_16	DorsAttnB	Schaefer2018N1000n7	
223	LH_DorsAttn_FEF_1	DorsAttn	7Networks_LH_DorsAttn_FEF_1	202.0	17Networks_LH_DorsAttnB_FEF_1	DorsAttnB	Schaefer2018N1000n7	
224	LH_DorsAttn_FEF_2	DorsAttn	7Networks_LH_DorsAttn_FEF_2	316.0	17Networks_LH_ContA_PFCd_1	ContA	Schaefer2018N1000n7	
225	LH_DorsAttn_FEF_3	DorsAttn	7Networks_LH_DorsAttn_FEF_3	203.0	17Networks_LH_DorsAttnB_FEF_2	DorsAttnB	Schaefer2018N1000n7	
226	LH_DorsAttn_FEF_4	DorsAttn	7Networks_LH_DorsAttn_FEF_4	205.0	17Networks_LH_DorsAttnB_FEF_4	DorsAttnB	Schaefer2018N1000n7	
227	LH_DorsAttn_FEF_5	DorsAttn	7Networks_LH_DorsAttn_FEF_5	317.0	17Networks_LH_ContA_PFCd_2	ContA	Schaefer2018N1000n7	
228	LH_DorsAttn_FEF_6	DorsAttn	7Networks_LH_DorsAttn_FEF_6	207.0	17Networks_LH_DorsAttnB_FEF_6	DorsAttnB	Schaefer2018N1000n7	
229	LH_DorsAttn_FEF_7	DorsAttn	7Networks_LH_DorsAttn_FEF_7	208.0	17Networks_LH_DorsAttnB_FEF_7	DorsAttnB	Schaefer2018N1000n7	
230	LH_DorsAttn_PrCv_1	DorsAttn	7Networks_LH_DorsAttn_PrCv_1	320.0	17Networks_LH_ContA_PFCl_3	ContA	Schaefer2018N1000n7	
231	LH_DorsAttn_PrCv_2	DorsAttn	7Networks_LH_DorsAttn_PrCv_2	209.0	17Networks_LH_DorsAttnB_PrCv_1	DorsAttnB	Schaefer2018N1000n7	
232	LH_DorsAttn_PrCv_3	DorsAttn	7Networks_LH_DorsAttn_PrCv_3	324.0	17Networks_LH_ContA_PFCl_7	ContA	Schaefer2018N1000n7	
233	LH_DorsAttn_PrCv_4	DorsAttn	7Networks_LH_DorsAttn_PrCv_4	210.0	17Networks_LH_DorsAttnB_PrCv_2	DorsAttnB	Schaefer2018N1000n7	
234	LH_SalVentAttn_ParOper_1	SalVentAttn	7Networks_LH_SalVentAttn_ParOper_1	211.0	17Networks_LH_SalVentAttnA_ParOper_1	SalVentAttnA	Schaefer2018N1000n7	
235	LH_SalVentAttn_ParOper_2	SalVentAttn	7Networks_LH_SalVentAttn_ParOper_2	500.0	17Networks_LH_TempPar_16	TempPar	Schaefer2018N1000n7	
236	LH_SalVentAttn_ParOper_3	SalVentAttn	7Networks_LH_SalVentAttn_ParOper_3	212.0	17Networks_LH_SalVentAttnA_ParOper_2	SalVentAttnA	Schaefer2018N1000n7	
237	LH_SalVentAttn_ParOper_4	SalVentAttn	7Networks_LH_SalVentAttn_ParOper_4	213.0	17Networks_LH_SalVentAttnA_ParOper_3	SalVentAttnA	Schaefer2018N1000n7	
238	LH_SalVentAttn_ParOper_5	SalVentAttn	7Networks_LH_SalVentAttn_ParOper_5	214.0	17Networks_LH_SalVentAttnA_ParOper_4	SalVentAttnA	Schaefer2018N1000n7	
239	LH_SalVentAttn_ParOper_6	SalVentAttn	7Networks_LH_SalVentAttn_ParOper_6	251.0	17Networks_LH_SalVentAttnB_IPL_1	SalVentAttnB	Schaefer2018N1000n7	
240	LH_SalVentAttn_ParOper_7	SalVentAttn	7Networks_LH_SalVentAttn_ParOper_7	215.0	17Networks_LH_SalVentAttnA_ParOper_5	SalVentAttnA	Schaefer2018N1000n7	
241	LH_SalVentAttn_ParOper_8	SalVentAttn	7Networks_LH_SalVentAttn_ParOper_8	216.0	17Networks_LH_SalVentAttnA_ParOper_6	SalVentAttnA	Schaefer2018N1000n7	
242	LH_SalVentAttn_ParOper_9	SalVentAttn	7Networks_LH_SalVentAttn_ParOper_9	217.0	17Networks_LH_SalVentAttnA_ParOper_7	SalVentAttnA	Schaefer2018N1000n7	
243	LH_SalVentAttn_TempOcc_1	SalVentAttn	7Networks_LH_SalVentAttn_TempOcc_1	494.0	17Networks_LH_TempPar_10	TempPar	Schaefer2018N1000n7	
244	LH_SalVentAttn_TempOcc_2	SalVentAttn	7Networks_LH_SalVentAttn_TempOcc_2	496.0	17Networks_LH_TempPar_12	TempPar	Schaefer2018N1000n7	
245	LH_SalVentAttn_FrOperIns_1	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_1	227.0	17Networks_LH_SalVentAttnA_Ins_1	SalVentAttnA	Schaefer2018N1000n7	
246	LH_SalVentAttn_FrOperIns_2	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_2	228.0	17Networks_LH_SalVentAttnA_Ins_2	SalVentAttnA	Schaefer2018N1000n7	
247	LH_SalVentAttn_FrOperIns_3	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_3	229.0	17Networks_LH_SalVentAttnA_Ins_3	SalVentAttnA	Schaefer2018N1000n7	
248	LH_SalVentAttn_FrOperIns_4	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_4	230.0	17Networks_LH_SalVentAttnA_Ins_4	SalVentAttnA	Schaefer2018N1000n7	
249	LH_SalVentAttn_FrOperIns_5	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_5	263.0	17Networks_LH_SalVentAttnB_Ins_4	SalVentAttnB	Schaefer2018N1000n7	
250	LH_SalVentAttn_FrOperIns_6	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_6	136.0	17Networks_LH_SomMotB_Aud_3	SomMotB	Schaefer2018N1000n7	
251	LH_SalVentAttn_FrOperIns_7	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_7	264.0	17Networks_LH_SalVentAttnB_Ins_5	SalVentAttnB	Schaefer2018N1000n7	
252	LH_SalVentAttn_FrOperIns_8	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	231.0	17Networks_LH_SalVentAttnA_Ins_5	SalVentAttnA	Schaefer2018N1000n7	
253	LH_SalVentAttn_FrOperIns_9	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	232.0	17Networks_LH_SalVentAttnA_Ins_6	SalVentAttnA	Schaefer2018N1000n7	
254	LH_SalVentAttn_FrOperIns_10	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_10	233.0	17Networks_LH_SalVentAttnA_Ins_7	SalVentAttnA	Schaefer2018N1000n7	
255	LH_SalVentAttn_FrOperIns_11	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_11	234.0	17Networks_LH_SalVentAttnA_Ins_8	SalVentAttnA	Schaefer2018N1000n7	
256	LH_SalVentAttn_FrOperIns_12	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_12	235.0	17Networks_LH_SalVentAttnA_Ins_9	SalVentAttnA	Schaefer2018N1000n7	
257	LH_SalVentAttn_FrOperIns_13	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_13	265.0	17Networks_LH_SalVentAttnB_Ins_6	SalVentAttnB	Schaefer2018N1000n7	
258	LH_SalVentAttn_FrOperIns_14	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_14	218.0	17Networks_LH_SalVentAttnA_FrOper_1	SalVentAttnA	Schaefer2018N1000n7	
259	LH_SalVentAttn_FrOperIns_15	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_15	219.0	17Networks_LH_SalVentAttnA_FrOper_2	SalVentAttnA	Schaefer2018N1000n7	
260	LH_SalVentAttn_FrOperIns_16	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_16	266.0	17Networks_LH_SalVentAttnB_Ins_7	SalVentAttnB	Schaefer2018N1000n7	
261	LH_SalVentAttn_FrOperIns_17	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_17	220.0	17Networks_LH_SalVentAttnA_FrOper_3	SalVentAttnA	Schaefer2018N1000n7	
262	LH_SalVentAttn_FrOperIns_18	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_18	221.0	17Networks_LH_SalVentAttnA_FrOper_4	SalVentAttnA	Schaefer2018N1000n7	
263	LH_SalVentAttn_FrOperIns_19	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_19	222.0	17Networks_LH_SalVentAttnA_FrOper_5	SalVentAttnA	Schaefer2018N1000n7	
264	LH_SalVentAttn_FrOperIns_20	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_20	223.0	17Networks_LH_SalVentAttnA_FrOper_6	SalVentAttnA	Schaefer2018N1000n7	
265	LH_SalVentAttn_FrOperIns_21	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_21	224.0	17Networks_LH_SalVentAttnA_FrOper_7	SalVentAttnA	Schaefer2018N1000n7	
266	LH_SalVentAttn_FrOperIns_22	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_22	225.0	17Networks_LH_SalVentAttnA_FrOper_8	SalVentAttnA	Schaefer2018N1000n7	
267	LH_SalVentAttn_FrOperIns_23	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_23	226.0	17Networks_LH_SalVentAttnA_FrOper_9	SalVentAttnA	Schaefer2018N1000n7	
268	LH_SalVentAttn_PFCl_1	SalVentAttn	7Networks_LH_SalVentAttn_PFCl_1	256.0	17Networks_LH_SalVentAttnB_PFCl_3	SalVentAttnB	Schaefer2018N1000n7	
269	LH_SalVentAttn_PFCl_2	SalVentAttn	7Networks_LH_SalVentAttn_PFCl_2	259.0	17Networks_LH_SalVentAttnB_PFCl_6	SalVentAttnB	Schaefer2018N1000n7	
270	LH_SalVentAttn_Med_1	SalVentAttn	7Networks_LH_SalVentAttn_Med_1	270.0	17Networks_LH_SalVentAttnB_PFCmp_2	SalVentAttnB	Schaefer2018N1000n7	
271	LH_SalVentAttn_Med_2	SalVentAttn	7Networks_LH_SalVentAttn_Med_2	244.0	17Networks_LH_SalVentAttnA_FrMed_1	SalVentAttnA	Schaefer2018N1000n7	
272	LH_SalVentAttn_Med_3	SalVentAttn	7Networks_LH_SalVentAttn_Med_3	245.0	17Networks_LH_SalVentAttnA_FrMed_2	SalVentAttnA	Schaefer2018N1000n7	
273	LH_SalVentAttn_Med_4	SalVentAttn	7Networks_LH_SalVentAttn_Med_4	246.0	17Networks_LH_SalVentAttnA_FrMed_3	SalVentAttnA	Schaefer2018N1000n7	
274	LH_SalVentAttn_Med_5	SalVentAttn	7Networks_LH_SalVentAttn_Med_5	236.0	17Networks_LH_SalVentAttnA_ParMed_1	SalVentAttnA	Schaefer2018N1000n7	
275	LH_SalVentAttn_Med_6	SalVentAttn	7Networks_LH_SalVentAttn_Med_6	271.0	17Networks_LH_SalVentAttnB_PFCmp_3	SalVentAttnB	Schaefer2018N1000n7	
276	LH_SalVentAttn_Med_7	SalVentAttn	7Networks_LH_SalVentAttn_Med_7	237.0	17Networks_LH_SalVentAttnA_ParMed_2	SalVentAttnA	Schaefer2018N1000n7	
277	LH_SalVentAttn_Med_8	SalVentAttn	7Networks_LH_SalVentAttn_Med_8	238.0	17Networks_LH_SalVentAttnA_ParMed_3	SalVentAttnA	Schaefer2018N1000n7	
278	LH_SalVentAttn_Med_9	SalVentAttn	7Networks_LH_SalVentAttn_Med_9	239.0	17Networks_LH_SalVentAttnA_ParMed_4	SalVentAttnA	Schaefer2018N1000n7	
279	LH_SalVentAttn_Med_10	SalVentAttn	7Networks_LH_SalVentAttn_Med_10	247.0	17Networks_LH_SalVentAttnA_FrMed_4	SalVentAttnA	Schaefer2018N1000n7	
280	LH_SalVentAttn_Med_11	SalVentAttn	7Networks_LH_SalVentAttn_Med_11	240.0	17Networks_LH_SalVentAttnA_ParMed_5	SalVentAttnA	Schaefer2018N1000n7	
281	LH_SalVentAttn_Med_12	SalVentAttn	7Networks_LH_SalVentAttn_Med_12	370.0	17Networks_LH_ContC_pCun_12	ContC	Schaefer2018N1000n7	
282	LH_SalVentAttn_Med_13	SalVentAttn	7Networks_LH_SalVentAttn_Med_13	241.0	17Networks_LH_SalVentAttnA_ParMed_6	SalVentAttnA	Schaefer2018N1000n7	
283	LH_SalVentAttn_Med_14	SalVentAttn	7Networks_LH_SalVentAttn_Med_14	242.0	17Networks_LH_SalVentAttnA_ParMed_7	SalVentAttnA	Schaefer2018N1000n7	
284	LH_SalVentAttn_Med_15	SalVentAttn	7Networks_LH_SalVentAttn_Med_15	248.0	17Networks_LH_SalVentAttnA_FrMed_5	SalVentAttnA	Schaefer2018N1000n7	
285	LH_SalVentAttn_Med_16	SalVentAttn	7Networks_LH_SalVentAttn_Med_16	243.0	17Networks_LH_SalVentAttnA_ParMed_8	SalVentAttnA	Schaefer2018N1000n7	
286	LH_SalVentAttn_Med_17	SalVentAttn	7Networks_LH_SalVentAttn_Med_17	249.0	17Networks_LH_SalVentAttnA_FrMed_6	SalVentAttnA	Schaefer2018N1000n7	
287	LH_SalVentAttn_Med_18	SalVentAttn	7Networks_LH_SalVentAttn_Med_18	253.0	17Networks_LH_SalVentAttnB_PFCd_1	SalVentAttnB	Schaefer2018N1000n7	
288	LH_SalVentAttn_Med_19	SalVentAttn	7Networks_LH_SalVentAttn_Med_19	250.0	17Networks_LH_SalVentAttnA_FrMed_7	SalVentAttnA	Schaefer2018N1000n7	
289	LH_Limbic_OFC_1	Limbic	7Networks_LH_Limbic_OFC_1	273.0	17Networks_LH_LimbicB_OFC_1	LimbicB	Schaefer2018N1000n7	
290	LH_Limbic_OFC_2	Limbic	7Networks_LH_Limbic_OFC_2	274.0	17Networks_LH_LimbicB_OFC_2	LimbicB	Schaefer2018N1000n7	
291	LH_Limbic_OFC_3	Limbic	7Networks_LH_Limbic_OFC_3	275.0	17Networks_LH_LimbicB_OFC_3	LimbicB	Schaefer2018N1000n7	
292	LH_Limbic_OFC_4	Limbic	7Networks_LH_Limbic_OFC_4	276.0	17Networks_LH_LimbicB_OFC_4	LimbicB	Schaefer2018N1000n7	
293	LH_Limbic_OFC_5	Limbic	7Networks_LH_Limbic_OFC_5	277.0	17Networks_LH_LimbicB_OFC_5	LimbicB	Schaefer2018N1000n7	
294	LH_Limbic_OFC_6	Limbic	7Networks_LH_Limbic_OFC_6	278.0	17Networks_LH_LimbicB_OFC_6	LimbicB	Schaefer2018N1000n7	
295	LH_Limbic_OFC_7	Limbic	7Networks_LH_Limbic_OFC_7	279.0	17Networks_LH_LimbicB_OFC_7	LimbicB	Schaefer2018N1000n7	
296	LH_Limbic_OFC_8	Limbic	7Networks_LH_Limbic_OFC_8	280.0	17Networks_LH_LimbicB_OFC_8	LimbicB	Schaefer2018N1000n7	
297	LH_Limbic_OFC_9	Limbic	7Networks_LH_Limbic_OFC_9	281.0	17Networks_LH_LimbicB_OFC_9	LimbicB	Schaefer2018N1000n7	
298	LH_Limbic_OFC_10	Limbic	7Networks_LH_Limbic_OFC_10	282.0	17Networks_LH_LimbicB_OFC_10	LimbicB	Schaefer2018N1000n7	
299	LH_Limbic_OFC_11	Limbic	7Networks_LH_Limbic_OFC_11	283.0	17Networks_LH_LimbicB_OFC_11	LimbicB	Schaefer2018N1000n7	
300	LH_Limbic_OFC_12	Limbic	7Networks_LH_Limbic_OFC_12	284.0	17Networks_LH_LimbicB_OFC_12	LimbicB	Schaefer2018N1000n7	
301	LH_Limbic_OFC_13	Limbic	7Networks_LH_Limbic_OFC_13	285.0	17Networks_LH_LimbicB_OFC_13	LimbicB	Schaefer2018N1000n7	
302	LH_Limbic_OFC_14	Limbic	7Networks_LH_Limbic_OFC_14	287.0	17Networks_LH_LimbicB_OFC_15	LimbicB	Schaefer2018N1000n7	
303	LH_Limbic_TempPole_1	Limbic	7Networks_LH_Limbic_TempPole_1	289.0	17Networks_LH_LimbicA_TempPole_1	LimbicA	Schaefer2018N1000n7	
304	LH_Limbic_TempPole_2	Limbic	7Networks_LH_Limbic_TempPole_2	290.0	17Networks_LH_LimbicA_TempPole_2	LimbicA	Schaefer2018N1000n7	
305	LH_Limbic_TempPole_3	Limbic	7Networks_LH_Limbic_TempPole_3	291.0	17Networks_LH_LimbicA_TempPole_3	LimbicA	Schaefer2018N1000n7	
306	LH_Limbic_TempPole_4	Limbic	7Networks_LH_Limbic_TempPole_4	292.0	17Networks_LH_LimbicA_TempPole_4	LimbicA	Schaefer2018N1000n7	
307	LH_Limbic_TempPole_5	Limbic	7Networks_LH_Limbic_TempPole_5	293.0	17Networks_LH_LimbicA_TempPole_5	LimbicA	Schaefer2018N1000n7	
308	LH_Limbic_TempPole_6	Limbic	7Networks_LH_Limbic_TempPole_6	294.0	17Networks_LH_LimbicA_TempPole_6	LimbicA	Schaefer2018N1000n7	
309	LH_Limbic_TempPole_7	Limbic	7Networks_LH_Limbic_TempPole_7	295.0	17Networks_LH_LimbicA_TempPole_7	LimbicA	Schaefer2018N1000n7	
310	LH_Limbic_TempPole_8	Limbic	7Networks_LH_Limbic_TempPole_8	296.0	17Networks_LH_LimbicA_TempPole_8	LimbicA	Schaefer2018N1000n7	
311	LH_Limbic_TempPole_9	Limbic	7Networks_LH_Limbic_TempPole_9	297.0	17Networks_LH_LimbicA_TempPole_9	LimbicA	Schaefer2018N1000n7	
312	LH_Limbic_TempPole_10	Limbic	7Networks_LH_Limbic_TempPole_10	298.0	17Networks_LH_LimbicA_TempPole_10	LimbicA	Schaefer2018N1000n7	
313	LH_Limbic_TempPole_11	Limbic	7Networks_LH_Limbic_TempPole_11	299.0	17Networks_LH_LimbicA_TempPole_11	LimbicA	Schaefer2018N1000n7	
314	LH_Limbic_TempPole_12	Limbic	7Networks_LH_Limbic_TempPole_12	300.0	17Networks_LH_LimbicA_TempPole_12	LimbicA	Schaefer2018N1000n7	
315	LH_Limbic_TempPole_13	Limbic	7Networks_LH_Limbic_TempPole_13	479.0	17Networks_LH_DefaultC_PHC_1	DefaultC	Schaefer2018N1000n7	
316	LH_Limbic_TempPole_14	Limbic	7Networks_LH_Limbic_TempPole_14	301.0	17Networks_LH_LimbicA_TempPole_13	LimbicA	Schaefer2018N1000n7	
317	LH_Limbic_TempPole_15	Limbic	7Networks_LH_Limbic_TempPole_15	302.0	17Networks_LH_LimbicA_TempPole_14	LimbicA	Schaefer2018N1000n7	
318	LH_Cont_Par_1	Cont	7Networks_LH_Cont_Par_1	306.0	17Networks_LH_ContA_IPS_1	ContA	Schaefer2018N1000n7	
319	LH_Cont_Par_2	Cont	7Networks_LH_Cont_Par_2	252.0	17Networks_LH_SalVentAttnB_IPL_2	SalVentAttnB	Schaefer2018N1000n7	
320	LH_Cont_Par_3	Cont	7Networks_LH_Cont_Par_3	339.0	17Networks_LH_ContB_IPL_2	ContB	Schaefer2018N1000n7	
321	LH_Cont_Par_4	Cont	7Networks_LH_Cont_Par_4	341.0	17Networks_LH_ContB_IPL_4	ContB	Schaefer2018N1000n7	
322	LH_Cont_Par_5	Cont	7Networks_LH_Cont_Par_5	342.0	17Networks_LH_ContB_IPL_5	ContB	Schaefer2018N1000n7	
323	LH_Cont_Par_6	Cont	7Networks_LH_Cont_Par_6	343.0	17Networks_LH_ContB_IPL_6	ContB	Schaefer2018N1000n7	
324	LH_Cont_Par_7	Cont	7Networks_LH_Cont_Par_7	307.0	17Networks_LH_ContA_IPS_2	ContA	Schaefer2018N1000n7	
325	LH_Cont_Par_8	Cont	7Networks_LH_Cont_Par_8	344.0	17Networks_LH_ContB_IPL_7	ContB	Schaefer2018N1000n7	
326	LH_Cont_Par_9	Cont	7Networks_LH_Cont_Par_9	308.0	17Networks_LH_ContA_IPS_3	ContA	Schaefer2018N1000n7	
327	LH_Cont_Par_10	Cont	7Networks_LH_Cont_Par_10	345.0	17Networks_LH_ContB_IPL_8	ContB	Schaefer2018N1000n7	
328	LH_Cont_Par_11	Cont	7Networks_LH_Cont_Par_11	309.0	17Networks_LH_ContA_IPS_4	ContA	Schaefer2018N1000n7	
329	LH_Cont_Par_12	Cont	7Networks_LH_Cont_Par_12	310.0	17Networks_LH_ContA_IPS_5	ContA	Schaefer2018N1000n7	
330	LH_Cont_Par_13	Cont	7Networks_LH_Cont_Par_13	312.0	17Networks_LH_ContA_IPS_7	ContA	Schaefer2018N1000n7	
331	LH_Cont_Par_14	Cont	7Networks_LH_Cont_Par_14	313.0	17Networks_LH_ContA_IPS_8	ContA	Schaefer2018N1000n7	
332	LH_Cont_Par_15	Cont	7Networks_LH_Cont_Par_15	314.0	17Networks_LH_ContA_IPS_9	ContA	Schaefer2018N1000n7	
333	LH_Cont_Temp_1	Cont	7Networks_LH_Cont_Temp_1	334.0	17Networks_LH_ContB_Temp_1	ContB	Schaefer2018N1000n7	
334	LH_Cont_Temp_2	Cont	7Networks_LH_Cont_Temp_2	304.0	17Networks_LH_ContA_Temp_2	ContA	Schaefer2018N1000n7	
335	LH_Cont_Temp_3	Cont	7Networks_LH_Cont_Temp_3	336.0	17Networks_LH_ContB_Temp_3	ContB	Schaefer2018N1000n7	
336	LH_Cont_Temp_4	Cont	7Networks_LH_Cont_Temp_4	337.0	17Networks_LH_ContB_Temp_4	ContB	Schaefer2018N1000n7	
