index	label	network_label	label_7network	index_17network	label_17network	network_label_17network	atlas_name	network_id
697	RH_DorsAttn_Post_13	DorsAttn	7Networks_RH_DorsAttn_Post_13	675.0	17Networks_RH_DorsAttnA_ParOcc_9	DorsAttnA	Schaefer2018N1000n7	
698	RH_DorsAttn_Post_14	DorsAttn	7Networks_RH_DorsAttn_Post_14	696.0	17Networks_RH_DorsAttnB_PostC_3	DorsAttnB	Schaefer2018N1000n7	
699	RH_DorsAttn_Post_15	DorsAttn	7Networks_RH_DorsAttn_Post_15	831.0	17Networks_RH_ContA_IPS_1	ContA	Schaefer2018N1000n7	
700	RH_DorsAttn_Post_16	DorsAttn	7Networks_RH_DorsAttn_Post_16	676.0	17Networks_RH_DorsAttnA_SPL_1	DorsAttnA	Schaefer2018N1000n7	
701	RH_DorsAttn_Post_17	DorsAttn	7Networks_RH_DorsAttn_Post_17	698.0	17Networks_RH_DorsAttnB_PostC_5	DorsAttnB	Schaefer2018N1000n7	
702	RH_DorsAttn_Post_18	DorsAttn	7Networks_RH_DorsAttn_Post_18	699.0	17Networks_RH_DorsAttnB_PostC_6	DorsAttnB	Schaefer2018N1000n7	
703	RH_DorsAttn_Post_19	DorsAttn	7Networks_RH_DorsAttn_Post_19	836.0	17Networks_RH_ContA_IPS_6	ContA	Schaefer2018N1000n7	
704	RH_DorsAttn_Post_20	DorsAttn	7Networks_RH_DorsAttn_Post_20	837.0	17Networks_RH_ContA_IPS_7	ContA	Schaefer2018N1000n7	
705	RH_DorsAttn_Post_21	DorsAttn	7Networks_RH_DorsAttn_Post_21	679.0	17Networks_RH_DorsAttnA_SPL_4	DorsAttnA	Schaefer2018N1000n7	
706	RH_DorsAttn_Post_22	DorsAttn	7Networks_RH_DorsAttn_Post_22	680.0	17Networks_RH_DorsAttnA_SPL_5	DorsAttnA	Schaefer2018N1000n7	
707	RH_DorsAttn_Post_23	DorsAttn	7Networks_RH_DorsAttn_Post_23	700.0	17Networks_RH_DorsAttnB_PostC_7	DorsAttnB	Schaefer2018N1000n7	
708	RH_DorsAttn_Post_24	DorsAttn	7Networks_RH_DorsAttn_Post_24	681.0	17Networks_RH_DorsAttnA_SPL_6	DorsAttnA	Schaefer2018N1000n7	
709	RH_DorsAttn_Post_25	DorsAttn	7Networks_RH_DorsAttn_Post_25	840.0	17Networks_RH_ContA_IPS_10	ContA	Schaefer2018N1000n7	
710	RH_DorsAttn_Post_26	DorsAttn	7Networks_RH_DorsAttn_Post_26	701.0	17Networks_RH_DorsAttnB_PostC_8	DorsAttnB	Schaefer2018N1000n7	
711	RH_DorsAttn_Post_27	DorsAttn	7Networks_RH_DorsAttn_Post_27	682.0	17Networks_RH_DorsAttnA_SPL_7	DorsAttnA	Schaefer2018N1000n7	
712	RH_DorsAttn_Post_28	DorsAttn	7Networks_RH_DorsAttn_Post_28	702.0	17Networks_RH_DorsAttnB_PostC_9	DorsAttnB	Schaefer2018N1000n7	
713	RH_DorsAttn_Post_29	DorsAttn	7Networks_RH_DorsAttn_Post_29	842.0	17Networks_RH_ContA_IPS_12	ContA	Schaefer2018N1000n7	
714	RH_DorsAttn_Post_30	DorsAttn	7Networks_RH_DorsAttn_Post_30	703.0	17Networks_RH_DorsAttnB_PostC_10	DorsAttnB	Schaefer2018N1000n7	
715	RH_DorsAttn_Post_31	DorsAttn	7Networks_RH_DorsAttn_Post_31	683.0	17Networks_RH_DorsAttnA_SPL_8	DorsAttnA	Schaefer2018N1000n7	
716	RH_DorsAttn_Post_32	DorsAttn	7Networks_RH_DorsAttn_Post_32	684.0	17Networks_RH_DorsAttnA_SPL_9	DorsAttnA	Schaefer2018N1000n7	
717	RH_DorsAttn_Post_33	DorsAttn	7Networks_RH_DorsAttn_Post_33	904.0	17Networks_RH_ContC_pCun_9	ContC	Schaefer2018N1000n7	
718	RH_DorsAttn_Post_34	DorsAttn	7Networks_RH_DorsAttn_Post_34	685.0	17Networks_RH_DorsAttnA_SPL_10	DorsAttnA	Schaefer2018N1000n7	
719	RH_DorsAttn_Post_35	DorsAttn	7Networks_RH_DorsAttn_Post_35	704.0	17Networks_RH_DorsAttnB_PostC_11	DorsAttnB	Schaefer2018N1000n7	
720	RH_DorsAttn_Post_36	DorsAttn	7Networks_RH_DorsAttn_Post_36	705.0	17Networks_RH_DorsAttnB_PostC_12	DorsAttnB	Schaefer2018N1000n7	
721	RH_DorsAttn_Post_37	DorsAttn	7Networks_RH_DorsAttn_Post_37	686.0	17Networks_RH_DorsAttnA_SPL_11	DorsAttnA	Schaefer2018N1000n7	
722	RH_DorsAttn_Post_38	DorsAttn	7Networks_RH_DorsAttn_Post_38	905.0	17Networks_RH_ContC_pCun_10	ContC	Schaefer2018N1000n7	
723	RH_DorsAttn_Post_39	DorsAttn	7Networks_RH_DorsAttn_Post_39	687.0	17Networks_RH_DorsAttnA_SPL_12	DorsAttnA	Schaefer2018N1000n7	
724	RH_DorsAttn_Post_40	DorsAttn	7Networks_RH_DorsAttn_Post_40	688.0	17Networks_RH_DorsAttnA_SPL_13	DorsAttnA	Schaefer2018N1000n7	
725	RH_DorsAttn_Post_41	DorsAttn	7Networks_RH_DorsAttn_Post_41	906.0	17Networks_RH_ContC_pCun_11	ContC	Schaefer2018N1000n7	
726	RH_DorsAttn_Post_42	DorsAttn	7Networks_RH_DorsAttn_Post_42	706.0	17Networks_RH_DorsAttnB_PostC_13	DorsAttnB	Schaefer2018N1000n7	
727	RH_DorsAttn_Post_43	DorsAttn	7Networks_RH_DorsAttn_Post_43	689.0	17Networks_RH_DorsAttnA_SPL_14	DorsAttnA	Schaefer2018N1000n7	
728	RH_DorsAttn_Post_44	DorsAttn	7Networks_RH_DorsAttn_Post_44	690.0	17Networks_RH_DorsAttnA_SPL_15	DorsAttnA	Schaefer2018N1000n7	
729	RH_DorsAttn_Post_45	DorsAttn	7Networks_RH_DorsAttn_Post_45	691.0	17Networks_RH_DorsAttnA_SPL_16	DorsAttnA	Schaefer2018N1000n7	
730	RH_DorsAttn_Post_46	DorsAttn	7Networks_RH_DorsAttn_Post_46	692.0	17Networks_RH_DorsAttnA_SPL_17	DorsAttnA	Schaefer2018N1000n7	
731	RH_DorsAttn_Post_47	DorsAttn	7Networks_RH_DorsAttn_Post_47	707.0	17Networks_RH_DorsAttnB_PostC_14	DorsAttnB	Schaefer2018N1000n7	
732	RH_DorsAttn_Post_48	DorsAttn	7Networks_RH_DorsAttn_Post_48	708.0	17Networks_RH_DorsAttnB_PostC_15	DorsAttnB	Schaefer2018N1000n7	
733	RH_DorsAttn_Post_49	DorsAttn	7Networks_RH_DorsAttn_Post_49	710.0	17Networks_RH_DorsAttnB_PostC_17	DorsAttnB	Schaefer2018N1000n7	
734	RH_DorsAttn_Post_50	DorsAttn	7Networks_RH_DorsAttn_Post_50	711.0	17Networks_RH_DorsAttnB_PostC_18	DorsAttnB	Schaefer2018N1000n7	
735	RH_DorsAttn_Post_51	DorsAttn	7Networks_RH_DorsAttn_Post_51	712.0	17Networks_RH_DorsAttnB_PostC_19	DorsAttnB	Schaefer2018N1000n7	
736	RH_DorsAttn_Post_52	DorsAttn	7Networks_RH_DorsAttn_Post_52	713.0	17Networks_RH_DorsAttnB_PostC_20	DorsAttnB	Schaefer2018N1000n7	
737	RH_DorsAttn_FEF_1	DorsAttn	7Networks_RH_DorsAttn_FEF_1	714.0	17Networks_RH_DorsAttnB_FEF_1	DorsAttnB	Schaefer2018N1000n7	
738	RH_DorsAttn_FEF_2	DorsAttn	7Networks_RH_DorsAttn_FEF_2	715.0	17Networks_RH_DorsAttnB_FEF_2	DorsAttnB	Schaefer2018N1000n7	
739	RH_DorsAttn_FEF_3	DorsAttn	7Networks_RH_DorsAttn_FEF_3	716.0	17Networks_RH_DorsAttnB_FEF_3	DorsAttnB	Schaefer2018N1000n7	
740	RH_DorsAttn_FEF_4	DorsAttn	7Networks_RH_DorsAttn_FEF_4	717.0	17Networks_RH_DorsAttnB_FEF_4	DorsAttnB	Schaefer2018N1000n7	
741	RH_DorsAttn_FEF_5	DorsAttn	7Networks_RH_DorsAttn_FEF_5	718.0	17Networks_RH_DorsAttnB_FEF_5	DorsAttnB	Schaefer2018N1000n7	
742	RH_DorsAttn_FEF_6	DorsAttn	7Networks_RH_DorsAttn_FEF_6	719.0	17Networks_RH_DorsAttnB_FEF_6	DorsAttnB	Schaefer2018N1000n7	
743	RH_DorsAttn_PrCv_1	DorsAttn	7Networks_RH_DorsAttn_PrCv_1	847.0	17Networks_RH_ContA_PFCl_4	ContA	Schaefer2018N1000n7	
744	RH_DorsAttn_PrCv_2	DorsAttn	7Networks_RH_DorsAttn_PrCv_2	851.0	17Networks_RH_ContA_PFCl_8	ContA	Schaefer2018N1000n7	
745	RH_DorsAttn_PrCv_3	DorsAttn	7Networks_RH_DorsAttn_PrCv_3	720.0	17Networks_RH_DorsAttnB_PrCv_1	DorsAttnB	Schaefer2018N1000n7	
746	RH_SalVentAttn_TempOccPar_1	SalVentAttn	7Networks_RH_SalVentAttn_TempOccPar_1	989.0	17Networks_RH_TempPar_11	TempPar	Schaefer2018N1000n7	
747	RH_SalVentAttn_TempOccPar_2	SalVentAttn	7Networks_RH_SalVentAttn_TempOccPar_2	993.0	17Networks_RH_TempPar_15	TempPar	Schaefer2018N1000n7	
748	RH_SalVentAttn_TempOccPar_3	SalVentAttn	7Networks_RH_SalVentAttn_TempOccPar_3	994.0	17Networks_RH_TempPar_16	TempPar	Schaefer2018N1000n7	
749	RH_SalVentAttn_TempOccPar_4	SalVentAttn	7Networks_RH_SalVentAttn_TempOccPar_4	996.0	17Networks_RH_TempPar_18	TempPar	Schaefer2018N1000n7	
750	RH_SalVentAttn_TempOccPar_5	SalVentAttn	7Networks_RH_SalVentAttn_TempOccPar_5	1000.0	17Networks_RH_TempPar_22	TempPar	Schaefer2018N1000n7	
751	RH_SalVentAttn_TempOccPar_6	SalVentAttn	7Networks_RH_SalVentAttn_TempOccPar_6	721.0	17Networks_RH_SalVentAttnA_ParOper_1	SalVentAttnA	Schaefer2018N1000n7	
752	RH_SalVentAttn_TempOccPar_7	SalVentAttn	7Networks_RH_SalVentAttn_TempOccPar_7	722.0	17Networks_RH_SalVentAttnA_ParOper_2	SalVentAttnA	Schaefer2018N1000n7	
753	RH_SalVentAttn_TempOccPar_8	SalVentAttn	7Networks_RH_SalVentAttn_TempOccPar_8	723.0	17Networks_RH_SalVentAttnA_ParOper_3	SalVentAttnA	Schaefer2018N1000n7	
754	RH_SalVentAttn_TempOccPar_9	SalVentAttn	7Networks_RH_SalVentAttn_TempOccPar_9	724.0	17Networks_RH_SalVentAttnA_ParOper_4	SalVentAttnA	Schaefer2018N1000n7	
755	RH_SalVentAttn_TempOccPar_10	SalVentAttn	7Networks_RH_SalVentAttn_TempOccPar_10	725.0	17Networks_RH_SalVentAttnA_ParOper_5	SalVentAttnA	Schaefer2018N1000n7	
756	RH_SalVentAttn_TempOccPar_11	SalVentAttn	7Networks_RH_SalVentAttn_TempOccPar_11	726.0	17Networks_RH_SalVentAttnA_ParOper_6	SalVentAttnA	Schaefer2018N1000n7	
757	RH_SalVentAttn_TempOccPar_12	SalVentAttn	7Networks_RH_SalVentAttn_TempOccPar_12	727.0	17Networks_RH_SalVentAttnA_ParOper_7	SalVentAttnA	Schaefer2018N1000n7	
758	RH_SalVentAttn_TempOccPar_13	SalVentAttn	7Networks_RH_SalVentAttn_TempOccPar_13	772.0	17Networks_RH_SalVentAttnB_IPL_2	SalVentAttnB	Schaefer2018N1000n7	
759	RH_SalVentAttn_TempOccPar_14	SalVentAttn	7Networks_RH_SalVentAttn_TempOccPar_14	728.0	17Networks_RH_SalVentAttnA_ParOper_8	SalVentAttnA	Schaefer2018N1000n7	
760	RH_SalVentAttn_TempOccPar_15	SalVentAttn	7Networks_RH_SalVentAttn_TempOccPar_15	729.0	17Networks_RH_SalVentAttnA_ParOper_9	SalVentAttnA	Schaefer2018N1000n7	
761	RH_SalVentAttn_TempOccPar_16	SalVentAttn	7Networks_RH_SalVentAttn_TempOccPar_16	730.0	17Networks_RH_SalVentAttnA_ParOper_10	SalVentAttnA	Schaefer2018N1000n7	
762	RH_SalVentAttn_TempOccPar_17	SalVentAttn	7Networks_RH_SalVentAttn_TempOccPar_17	773.0	17Networks_RH_SalVentAttnB_IPL_3	SalVentAttnB	Schaefer2018N1000n7	
763	RH_SalVentAttn_TempOccPar_18	SalVentAttn	7Networks_RH_SalVentAttn_TempOccPar_18	695.0	17Networks_RH_DorsAttnB_PostC_2	DorsAttnB	Schaefer2018N1000n7	
764	RH_SalVentAttn_PrC_1	SalVentAttn	7Networks_RH_SalVentAttn_PrC_1	854.0	17Networks_RH_ContA_PFCl_11	ContA	Schaefer2018N1000n7	
765	RH_SalVentAttn_PrC_2	SalVentAttn	7Networks_RH_SalVentAttn_PrC_2	731.0	17Networks_RH_SalVentAttnA_PrC_1	SalVentAttnA	Schaefer2018N1000n7	
766	RH_SalVentAttn_FrOperIns_1	SalVentAttn	7Networks_RH_SalVentAttn_FrOperIns_1	741.0	17Networks_RH_SalVentAttnA_Ins_1	SalVentAttnA	Schaefer2018N1000n7	
767	RH_SalVentAttn_FrOperIns_2	SalVentAttn	7Networks_RH_SalVentAttn_FrOperIns_2	742.0	17Networks_RH_SalVentAttnA_Ins_2	SalVentAttnA	Schaefer2018N1000n7	
768	RH_SalVentAttn_FrOperIns_3	SalVentAttn	7Networks_RH_SalVentAttn_FrOperIns_3	645.0	17Networks_RH_SomMotB_Aud_1	SomMotB	Schaefer2018N1000n7	
769	RH_SalVentAttn_FrOperIns_4	SalVentAttn	7Networks_RH_SalVentAttn_FrOperIns_4	743.0	17Networks_RH_SalVentAttnA_Ins_3	SalVentAttnA	Schaefer2018N1000n7	
770	RH_SalVentAttn_FrOperIns_5	SalVentAttn	7Networks_RH_SalVentAttn_FrOperIns_5	744.0	17Networks_RH_SalVentAttnA_Ins_4	SalVentAttnA	Schaefer2018N1000n7	
771	RH_SalVentAttn_FrOperIns_6	SalVentAttn	7Networks_RH_SalVentAttn_FrOperIns_6	745.0	17Networks_RH_SalVentAttnA_Ins_5	SalVentAttnA	Schaefer2018N1000n7	
772	RH_SalVentAttn_FrOperIns_7	SalVentAttn	7Networks_RH_SalVentAttn_FrOperIns_7	648.0	17Networks_RH_SomMotB_Aud_4	SomMotB	Schaefer2018N1000n7	
773	RH_SalVentAttn_FrOperIns_8	SalVentAttn	7Networks_RH_SalVentAttn_FrOperIns_8	787.0	17Networks_RH_SalVentAttnB_Ins_5	SalVentAttnB	Schaefer2018N1000n7	
774	RH_SalVentAttn_FrOperIns_9	SalVentAttn	7Networks_RH_SalVentAttn_FrOperIns_9	746.0	17Networks_RH_SalVentAttnA_Ins_6	SalVentAttnA	Schaefer2018N1000n7	
775	RH_SalVentAttn_FrOperIns_10	SalVentAttn	7Networks_RH_SalVentAttn_FrOperIns_10	788.0	17Networks_RH_SalVentAttnB_Ins_6	SalVentAttnB	Schaefer2018N1000n7	
776	RH_SalVentAttn_FrOperIns_11	SalVentAttn	7Networks_RH_SalVentAttn_FrOperIns_11	747.0	17Networks_RH_SalVentAttnA_Ins_7	SalVentAttnA	Schaefer2018N1000n7	
777	RH_SalVentAttn_FrOperIns_12	SalVentAttn	7Networks_RH_SalVentAttn_FrOperIns_12	748.0	17Networks_RH_SalVentAttnA_Ins_8	SalVentAttnA	Schaefer2018N1000n7	
778	RH_SalVentAttn_FrOperIns_13	SalVentAttn	7Networks_RH_SalVentAttn_FrOperIns_13	789.0	17Networks_RH_SalVentAttnB_Ins_7	SalVentAttnB	Schaefer2018N1000n7	
779	RH_SalVentAttn_FrOperIns_14	SalVentAttn	7Networks_RH_SalVentAttn_FrOperIns_14	749.0	17Networks_RH_SalVentAttnA_Ins_9	SalVentAttnA	Schaefer2018N1000n7	
780	RH_SalVentAttn_FrOperIns_15	SalVentAttn	7Networks_RH_SalVentAttn_FrOperIns_15	790.0	17Networks_RH_SalVentAttnB_Ins_8	SalVentAttnB	Schaefer2018N1000n7	
781	RH_SalVentAttn_FrOperIns_16	SalVentAttn	7Networks_RH_SalVentAttn_FrOperIns_16	733.0	17Networks_RH_SalVentAttnA_FrOper_1	SalVentAttnA	Schaefer2018N1000n7	
782	RH_SalVentAttn_FrOperIns_17	SalVentAttn	7Networks_RH_SalVentAttn_FrOperIns_17	734.0	17Networks_RH_SalVentAttnA_FrOper_2	SalVentAttnA	Schaefer2018N1000n7	
783	RH_SalVentAttn_FrOperIns_18	SalVentAttn	7Networks_RH_SalVentAttn_FrOperIns_18	735.0	17Networks_RH_SalVentAttnA_FrOper_3	SalVentAttnA	Schaefer2018N1000n7	
784	RH_SalVentAttn_FrOperIns_19	SalVentAttn	7Networks_RH_SalVentAttn_FrOperIns_19	736.0	17Networks_RH_SalVentAttnA_FrOper_4	SalVentAttnA	Schaefer2018N1000n7	
785	RH_SalVentAttn_FrOperIns_20	SalVentAttn	7Networks_RH_SalVentAttn_FrOperIns_20	737.0	17Networks_RH_SalVentAttnA_FrOper_5	SalVentAttnA	Schaefer2018N1000n7	
786	RH_SalVentAttn_FrOperIns_21	SalVentAttn	7Networks_RH_SalVentAttn_FrOperIns_21	791.0	17Networks_RH_SalVentAttnB_Ins_9	SalVentAttnB	Schaefer2018N1000n7	
787	RH_SalVentAttn_FrOperIns_22	SalVentAttn	7Networks_RH_SalVentAttn_FrOperIns_22	738.0	17Networks_RH_SalVentAttnA_FrOper_6	SalVentAttnA	Schaefer2018N1000n7	
788	RH_SalVentAttn_FrOperIns_23	SalVentAttn	7Networks_RH_SalVentAttn_FrOperIns_23	739.0	17Networks_RH_SalVentAttnA_FrOper_7	SalVentAttnA	Schaefer2018N1000n7	
789	RH_SalVentAttn_FrOperIns_24	SalVentAttn	7Networks_RH_SalVentAttn_FrOperIns_24	740.0	17Networks_RH_SalVentAttnA_FrOper_8	SalVentAttnA	Schaefer2018N1000n7	
790	RH_SalVentAttn_PFCl_1	SalVentAttn	7Networks_RH_SalVentAttn_PFCl_1	776.0	17Networks_RH_SalVentAttnB_PFCl_2	SalVentAttnB	Schaefer2018N1000n7	
791	RH_SalVentAttn_PFCl_2	SalVentAttn	7Networks_RH_SalVentAttn_PFCl_2	779.0	17Networks_RH_SalVentAttnB_PFCl_5	SalVentAttnB	Schaefer2018N1000n7	
792	RH_SalVentAttn_Med_1	SalVentAttn	7Networks_RH_SalVentAttn_Med_1	793.0	17Networks_RH_SalVentAttnB_PFCmp_2	SalVentAttnB	Schaefer2018N1000n7	
793	RH_SalVentAttn_Med_2	SalVentAttn	7Networks_RH_SalVentAttn_Med_2	761.0	17Networks_RH_SalVentAttnA_FrMed_1	SalVentAttnA	Schaefer2018N1000n7	
794	RH_SalVentAttn_Med_3	SalVentAttn	7Networks_RH_SalVentAttn_Med_3	762.0	17Networks_RH_SalVentAttnA_FrMed_2	SalVentAttnA	Schaefer2018N1000n7	
795	RH_SalVentAttn_Med_4	SalVentAttn	7Networks_RH_SalVentAttn_Med_4	795.0	17Networks_RH_SalVentAttnB_PFCmp_4	SalVentAttnB	Schaefer2018N1000n7	
796	RH_SalVentAttn_Med_5	SalVentAttn	7Networks_RH_SalVentAttn_Med_5	763.0	17Networks_RH_SalVentAttnA_FrMed_3	SalVentAttnA	Schaefer2018N1000n7	
797	RH_SalVentAttn_Med_6	SalVentAttn	7Networks_RH_SalVentAttn_Med_6	750.0	17Networks_RH_SalVentAttnA_ParMed_1	SalVentAttnA	Schaefer2018N1000n7	
798	RH_SalVentAttn_Med_7	SalVentAttn	7Networks_RH_SalVentAttn_Med_7	751.0	17Networks_RH_SalVentAttnA_ParMed_2	SalVentAttnA	Schaefer2018N1000n7	
799	RH_SalVentAttn_Med_8	SalVentAttn	7Networks_RH_SalVentAttn_Med_8	752.0	17Networks_RH_SalVentAttnA_ParMed_3	SalVentAttnA	Schaefer2018N1000n7	
800	RH_SalVentAttn_Med_9	SalVentAttn	7Networks_RH_SalVentAttn_Med_9	753.0	17Networks_RH_SalVentAttnA_ParMed_4	SalVentAttnA	Schaefer2018N1000n7	
801	RH_SalVentAttn_Med_10	SalVentAttn	7Networks_RH_SalVentAttn_Med_10	754.0	17Networks_RH_SalVentAttnA_ParMed_5	SalVentAttnA	Schaefer2018N1000n7	
802	RH_SalVentAttn_Med_11	SalVentAttn	7Networks_RH_SalVentAttn_Med_11	766.0	17Networks_RH_SalVentAttnA_FrMed_6	SalVentAttnA	Schaefer2018N1000n7	
803	RH_SalVentAttn_Med_12	SalVentAttn	7Networks_RH_SalVentAttn_Med_12	755.0	17Networks_RH_SalVentAttnA_ParMed_6	SalVentAttnA	Schaefer2018N1000n7	
804	RH_SalVentAttn_Med_13	SalVentAttn	7Networks_RH_SalVentAttn_Med_13	757.0	17Networks_RH_SalVentAttnA_ParMed_8	SalVentAttnA	Schaefer2018N1000n7	
805	RH_SalVentAttn_Med_14	SalVentAttn	7Networks_RH_SalVentAttn_Med_14	758.0	17Networks_RH_SalVentAttnA_ParMed_9	SalVentAttnA	Schaefer2018N1000n7	
806	RH_SalVentAttn_Med_15	SalVentAttn	7Networks_RH_SalVentAttn_Med_15	796.0	17Networks_RH_SalVentAttnB_PFCmp_5	SalVentAttnB	Schaefer2018N1000n7	
807	RH_SalVentAttn_Med_16	SalVentAttn	7Networks_RH_SalVentAttn_Med_16	759.0	17Networks_RH_SalVentAttnA_ParMed_10	SalVentAttnA	Schaefer2018N1000n7	
808	RH_SalVentAttn_Med_17	SalVentAttn	7Networks_RH_SalVentAttn_Med_17	768.0	17Networks_RH_SalVentAttnA_FrMed_8	SalVentAttnA	Schaefer2018N1000n7	
809	RH_SalVentAttn_Med_18	SalVentAttn	7Networks_RH_SalVentAttn_Med_18	709.0	17Networks_RH_DorsAttnB_PostC_16	DorsAttnB	Schaefer2018N1000n7	
810	RH_SalVentAttn_Med_19	SalVentAttn	7Networks_RH_SalVentAttn_Med_19	769.0	17Networks_RH_SalVentAttnA_FrMed_9	SalVentAttnA	Schaefer2018N1000n7	
811	RH_SalVentAttn_Med_20	SalVentAttn	7Networks_RH_SalVentAttn_Med_20	601.0	17Networks_RH_SomMotA_33	SomMotA	Schaefer2018N1000n7	
812	RH_Limbic_OFC_1	Limbic	7Networks_RH_Limbic_OFC_1	798.0	17Networks_RH_LimbicB_OFC_1	LimbicB	Schaefer2018N1000n7	
813	RH_Limbic_OFC_2	Limbic	7Networks_RH_Limbic_OFC_2	799.0	17Networks_RH_LimbicB_OFC_2	LimbicB	Schaefer2018N1000n7	
814	RH_Limbic_OFC_3	Limbic	7Networks_RH_Limbic_OFC_3	800.0	17Networks_RH_LimbicB_OFC_3	LimbicB	Schaefer2018N1000n7	
815	RH_Limbic_OFC_4	Limbic	7Networks_RH_Limbic_OFC_4	801.0	17Networks_RH_LimbicB_OFC_4	LimbicB	Schaefer2018N1000n7	
816	RH_Limbic_OFC_5	Limbic	7Networks_RH_Limbic_OFC_5	802.0	17Networks_RH_LimbicB_OFC_5	LimbicB	Schaefer2018N1000n7	
817	RH_Limbic_OFC_6	Limbic	7Networks_RH_Limbic_OFC_6	803.0	17Networks_RH_LimbicB_OFC_6	LimbicB	Schaefer2018N1000n7	
818	RH_Limbic_OFC_7	Limbic	7Networks_RH_Limbic_OFC_7	805.0	17Networks_RH_LimbicB_OFC_8	LimbicB	Schaefer2018N1000n7	
819	RH_Limbic_OFC_8	Limbic	7Networks_RH_Limbic_OFC_8	807.0	17Networks_RH_LimbicB_OFC_10	LimbicB	Schaefer2018N1000n7	
820	RH_Limbic_OFC_9	Limbic	7Networks_RH_Limbic_OFC_9	808.0	17Networks_RH_LimbicB_OFC_11	LimbicB	Schaefer2018N1000n7	
821	RH_Limbic_OFC_10	Limbic	7Networks_RH_Limbic_OFC_10	809.0	17Networks_RH_LimbicB_OFC_12	LimbicB	Schaefer2018N1000n7	
822	RH_Limbic_OFC_11	Limbic	7Networks_RH_Limbic_OFC_11	810.0	17Networks_RH_LimbicB_OFC_13	LimbicB	Schaefer2018N1000n7	
823	RH_Limbic_OFC_12	Limbic	7Networks_RH_Limbic_OFC_12	811.0	17Networks_RH_LimbicB_OFC_14	LimbicB	Schaefer2018N1000n7	
824	RH_Limbic_OFC_13	Limbic	7Networks_RH_Limbic_OFC_13	812.0	17Networks_RH_LimbicB_OFC_15	LimbicB	Schaefer2018N1000n7	
825	RH_Limbic_OFC_14	Limbic	7Networks_RH_Limbic_OFC_14	813.0	17Networks_RH_LimbicB_OFC_16	LimbicB	Schaefer2018N1000n7	
826	RH_Limbic_TempPole_1	Limbic	7Networks_RH_Limbic_TempPole_1	814.0	17Networks_RH_LimbicA_TempPole_1	LimbicA	Schaefer2018N1000n7	
827	RH_Limbic_TempPole_2	Limbic	7Networks_RH_Limbic_TempPole_2	815.0	17Networks_RH_LimbicA_TempPole_2	LimbicA	Schaefer2018N1000n7	
828	RH_Limbic_TempPole_3	Limbic	7Networks_RH_Limbic_TempPole_3	816.0	17Networks_RH_LimbicA_TempPole_3	LimbicA	Schaefer2018N1000n7	
829	RH_Limbic_TempPole_4	Limbic	7Networks_RH_Limbic_TempPole_4	817.0	17Networks_RH_LimbicA_TempPole_4	LimbicA	Schaefer2018N1000n7	
830	RH_Limbic_TempPole_5	Limbic	7Networks_RH_Limbic_TempPole_5	818.0	17Networks_RH_LimbicA_TempPole_5	LimbicA	Schaefer2018N1000n7	
831	RH_Limbic_TempPole_6	Limbic	7Networks_RH_Limbic_TempPole_6	819.0	17Networks_RH_LimbicA_TempPole_6	LimbicA	Schaefer2018N1000n7	
832	RH_Limbic_TempPole_7	Limbic	7Networks_RH_Limbic_TempPole_7	820.0	17Networks_RH_LimbicA_TempPole_7	LimbicA	Schaefer2018N1000n7	
833	RH_Limbic_TempPole_8	Limbic	7Networks_RH_Limbic_TempPole_8	821.0	17Networks_RH_LimbicA_TempPole_8	LimbicA	Schaefer2018N1000n7	
834	RH_Limbic_TempPole_9	Limbic	7Networks_RH_Limbic_TempPole_9	822.0	17Networks_RH_LimbicA_TempPole_9	LimbicA	Schaefer2018N1000n7	
835	RH_Limbic_TempPole_10	Limbic	7Networks_RH_Limbic_TempPole_10	823.0	17Networks_RH_LimbicA_TempPole_10	LimbicA	Schaefer2018N1000n7	
836	RH_Limbic_TempPole_11	Limbic	7Networks_RH_Limbic_TempPole_11	824.0	17Networks_RH_LimbicA_TempPole_11	LimbicA	Schaefer2018N1000n7	
837	RH_Limbic_TempPole_12	Limbic	7Networks_RH_Limbic_TempPole_12	825.0	17Networks_RH_LimbicA_TempPole_12	LimbicA	Schaefer2018N1000n7	
838	RH_Limbic_TempPole_13	Limbic	7Networks_RH_Limbic_TempPole_13	826.0	17Networks_RH_LimbicA_TempPole_13	LimbicA	Schaefer2018N1000n7	
839	RH_Limbic_TempPole_14	Limbic	7Networks_RH_Limbic_TempPole_14	827.0	17Networks_RH_LimbicA_TempPole_14	LimbicA	Schaefer2018N1000n7	
840	RH_Limbic_TempPole_15	Limbic	7Networks_RH_Limbic_TempPole_15	975.0	17Networks_RH_DefaultC_PHC_1	DefaultC	Schaefer2018N1000n7	
841	RH_Limbic_TempPole_16	Limbic	7Networks_RH_Limbic_TempPole_16	976.0	17Networks_RH_DefaultC_PHC_2	DefaultC	Schaefer2018N1000n7	
842	RH_Limbic_TempPole_17	Limbic	7Networks_RH_Limbic_TempPole_17	828.0	17Networks_RH_LimbicA_TempPole_15	LimbicA	Schaefer2018N1000n7	
843	RH_Cont_Par_1	Cont	7Networks_RH_Cont_Par_1	863.0	17Networks_RH_ContB_IPL_2	ContB	Schaefer2018N1000n7	
844	RH_Cont_Par_2	Cont	7Networks_RH_Cont_Par_2	864.0	17Networks_RH_ContB_IPL_3	ContB	Schaefer2018N1000n7	
